epoch,IoU,bce_dice_loss,dice_coeff,loss,val_IoU,val_bce_dice_loss,val_dice_coeff,val_loss,val_zero_IoU,zero_IoU
15,0.7907437682151794,0.3040778934955597,0.8797128200531006,0.120287224650383,0.7633136510848999,0.3573624789714813,0.8675175309181213,0.13272127509117126,0.9583604335784912,0.9631102085113525
16,0.8257414698600769,0.24221400916576385,0.9083351492881775,0.09166458994150162,0.7745729684829712,0.30843591690063477,0.8649230003356934,0.13671942055225372,0.9640775918960571,0.9678257703781128
17,0.8199750781059265,0.2656196355819702,0.9021338820457458,0.09786621481180191,0.7799566388130188,0.3379790484905243,0.8643870949745178,0.1368730068206787,0.9615012407302856,0.9667283296585083
18,0.8253707885742188,0.2509942948818207,0.906337559223175,0.09366202354431152,0.7902575731277466,0.3489736020565033,0.8732237815856934,0.1281750500202179,0.9616428017616272,0.96905517578125
19,0.8374771475791931,0.22427679598331451,0.9167143106460571,0.08328576385974884,0.8004560470581055,0.34782874584198,0.8846064209938049,0.11586366593837738,0.965695858001709,0.9732094407081604
20,0.8356749415397644,0.24415460228919983,0.9145752787590027,0.08542443811893463,0.7833815217018127,0.42863333225250244,0.8664409518241882,0.13487763702869415,0.9567936062812805,0.9705249667167664
21,0.8128682971000671,0.31955665349960327,0.8902716040611267,0.10972873121500015,0.7931944727897644,0.3579268455505371,0.8703199625015259,0.12716951966285706,0.9625628590583801,0.9634864330291748
22,0.8008819222450256,0.32823848724365234,0.8822883367538452,0.11771154403686523,0.7857550978660583,0.3760545551776886,0.8698733448982239,0.12795884907245636,0.9607805013656616,0.9640949368476868
23,0.821243405342102,0.30251431465148926,0.8994805216789246,0.10051970183849335,0.7827554941177368,0.382223516702652,0.86194908618927,0.1398322582244873,0.9623338580131531,0.9650424122810364
24,0.8508411049842834,0.24009954929351807,0.919935405254364,0.08006428182125092,0.8220428228378296,0.3213147521018982,0.8936220407485962,0.1080477386713028,0.9676968455314636,0.9719955325126648
25,0.8606359362602234,0.20234651863574982,0.9292095899581909,0.07079046964645386,0.8128101229667664,0.3573951721191406,0.8863149285316467,0.11541211605072021,0.9661619067192078,0.9763267040252686
26,0.8390748500823975,0.28475305438041687,0.9061074256896973,0.0938926711678505,0.7822840809822083,0.6410855054855347,0.8537558913230896,0.14839935302734375,0.9544704556465149,0.9686918258666992
27,0.8498137593269348,0.2380046546459198,0.9208314418792725,0.07916871458292007,0.811876118183136,0.32238656282424927,0.8939524292945862,0.10751566290855408,0.9669980406761169,0.973015546798706
28,0.871091365814209,0.1992083340883255,0.9353257417678833,0.06467459350824356,0.8192159533500671,0.3520055115222931,0.8869665265083313,0.11482037603855133,0.9676949977874756,0.9768853187561035
29,0.8534401655197144,0.24121685326099396,0.9209843873977661,0.07901569455862045,0.8228886723518372,0.34104472398757935,0.8934553265571594,0.10831741243600845,0.9700933694839478,0.974443256855011
30,0.848374605178833,0.2548148036003113,0.9195632934570312,0.08043621480464935,0.8127459287643433,0.3391646146774292,0.8849740028381348,0.11688232421875,0.9666919112205505,0.9721787571907043
31,0.8594838976860046,0.23201224207878113,0.9262810945510864,0.07371874898672104,0.7898951768875122,0.39805567264556885,0.8690655827522278,0.13205093145370483,0.9635467529296875,0.9742409586906433
32,0.8603073954582214,0.23761598765850067,0.9255210161209106,0.07447898387908936,0.7924337387084961,0.4405280649662018,0.8694462180137634,0.1322057545185089,0.9620406627655029,0.9744682312011719
33,0.8649013638496399,0.22220097482204437,0.9311505556106567,0.06884946674108505,0.821479082107544,0.35249021649360657,0.8925943970680237,0.10903894156217575,0.9676317572593689,0.9764869213104248
34,0.8846867680549622,0.19190144538879395,0.9420189261436462,0.05798124149441719,0.8245879411697388,0.3908322751522064,0.8930121660232544,0.10856131464242935,0.9667946100234985,0.9793552160263062
35,0.8564999103546143,0.28140583634376526,0.9181035161018372,0.08189654350280762,0.7872651815414429,0.4043367803096771,0.8641398549079895,0.1375422179698944,0.9635196328163147,0.9717939496040344
36,0.8555598258972168,0.25640812516212463,0.920386016368866,0.07961416989564896,0.8148134350776672,0.36831772327423096,0.8852143287658691,0.11650267988443375,0.9658815264701843,0.9738150238990784
37,0.8764107823371887,0.20494893193244934,0.938318133354187,0.061682023108005524,0.827035665512085,0.357721209526062,0.891843855381012,0.10961668193340302,0.9660541415214539,0.9781619906425476
38,0.8491337299346924,0.26535776257514954,0.9185519218444824,0.08144810050725937,0.7948777675628662,0.34397196769714355,0.8727691173553467,0.1246495246887207,0.9665762186050415,0.9739906787872314
39,0.8501725196838379,0.2928345203399658,0.9145137071609497,0.085486501455307,0.8034517765045166,0.38984277844429016,0.8703864812850952,0.13110162317752838,0.9629717469215393,0.969776451587677
40,0.8763906359672546,0.22269345819950104,0.9341793060302734,0.06582094728946686,0.8156363368034363,0.34202757477760315,0.8919074535369873,0.1094379872083664,0.9712459444999695,0.9773609042167664
41,0.8601050972938538,0.26571109890937805,0.9229595065116882,0.07704024016857147,0.8148102164268494,0.4184354543685913,0.87241530418396,0.1294054538011551,0.9632741808891296,0.972863495349884
42,0.883631706237793,0.18442387878894806,0.9449187517166138,0.055081214755773544,0.8329148888587952,0.3347134292125702,0.8963247537612915,0.10539217293262482,0.97107994556427,0.981317400932312
43,0.8536297082901001,0.308367520570755,0.9137677550315857,0.08623186498880386,0.8107115030288696,0.43203961849212646,0.8805618286132812,0.1214105412364006,0.9629431962966919,0.9704639315605164
44,0.8814405798912048,0.2009698897600174,0.9409894943237305,0.05901051685214043,0.826602041721344,0.37241166830062866,0.8928673267364502,0.10894689708948135,0.9691057801246643,0.9797075986862183
45,0.8871216773986816,0.19438926875591278,0.9460453391075134,0.05395461991429329,0.8293520212173462,0.3617931604385376,0.897552490234375,0.10406915843486786,0.9701849222183228,0.9803618788719177
46,0.8552533388137817,0.2866310775279999,0.9222680330276489,0.07773203402757645,0.8060572743415833,0.38857582211494446,0.8865709900856018,0.11358855664730072,0.9638930559158325,0.97308349609375
47,0.8670264482498169,0.25410905480384827,0.9299416542053223,0.07005845010280609,0.8266000747680664,0.35110682249069214,0.8942690491676331,0.10608114302158356,0.9683026671409607,0.9761900901794434
48,0.8905386328697205,0.1906028389930725,0.9471596479415894,0.052840281277894974,0.814042329788208,0.44791796803474426,0.8789725303649902,0.12309200316667557,0.9637401700019836,0.9806609153747559
49,0.864234209060669,0.23972351849079132,0.9313899874687195,0.06861010938882828,0.8220757246017456,0.3446575999259949,0.8929367065429688,0.10334878414869308,0.9698343276977539,0.9775671362876892
50,0.8986412882804871,0.18072497844696045,0.9485430717468262,0.051457230001688004,0.8469065427780151,0.3099291920661926,0.9095224142074585,0.09173525124788284,0.9754959344863892,0.9825504422187805
51,0.8946030139923096,0.1747232973575592,0.9505324363708496,0.049467455595731735,0.8261668086051941,0.38603082299232483,0.892223060131073,0.10649724304676056,0.9682965874671936,0.9831439256668091
52,0.8940596580505371,0.18449455499649048,0.9479753375053406,0.05202449858188629,0.8270999193191528,0.34077155590057373,0.8975339531898499,0.10391737520694733,0.9709760546684265,0.9823750257492065
53,0.886211097240448,0.21517997980117798,0.9436236619949341,0.05637630820274353,0.8177983164787292,0.4051162004470825,0.8838003277778625,0.117829330265522,0.9672743082046509,0.9795048832893372
54,0.8954911231994629,0.20012137293815613,0.9473677277565002,0.0526324100792408,0.8111586570739746,0.4563039243221283,0.8808937072753906,0.1188078373670578,0.960268497467041,0.9803964495658875
55,0.8783338069915771,0.23671911656856537,0.9360442161560059,0.06395576149225235,0.8027468919754028,0.4559800624847412,0.8732356429100037,0.1285325586795807,0.964590847492218,0.9787027835845947
56,0.8881895542144775,0.205035999417305,0.9456562399864197,0.05434412136673927,0.8159847855567932,0.41233497858047485,0.8878028392791748,0.11379043012857437,0.9661664962768555,0.9804766774177551
57,0.8773983120918274,0.23442666232585907,0.937684953212738,0.062314923852682114,0.8126707077026367,0.41819384694099426,0.8850261569023132,0.11631647497415543,0.9655489325523376,0.9785599112510681
58,0.8608094453811646,0.2843311131000519,0.9237439632415771,0.07625547051429749,0.8308590054512024,0.3520926833152771,0.9009166359901428,0.10054242610931396,0.9728058576583862,0.9749934077262878
59,0.8928616046905518,0.19444653391838074,0.9483457207679749,0.05165404453873634,0.8206415176391602,0.379635751247406,0.8936709761619568,0.10758562386035919,0.9677162170410156,0.9826886057853699
60,0.8783037066459656,0.27179384231567383,0.9338852763175964,0.06611476838588715,0.7969415783882141,0.48343050479888916,0.8724449872970581,0.12959231436252594,0.9656564593315125,0.9759699106216431
61,0.8855370879173279,0.21334004402160645,0.9439590573310852,0.05604063719511032,0.8081388473510742,0.4383885860443115,0.8819538950920105,0.11968258768320084,0.9680479764938354,0.9806840419769287
62,0.9003401398658752,0.1664864867925644,0.9543449282646179,0.04565511271357536,0.8078163862228394,0.47213882207870483,0.8732932806015015,0.12849663197994232,0.9637212753295898,0.9850754737854004
63,0.8949295282363892,0.1967151165008545,0.9499433636665344,0.05005698651075363,0.8133420348167419,0.4362170696258545,0.8880589604377747,0.11344804614782333,0.9669548273086548,0.9820399284362793
64,0.895645022392273,0.19699089229106903,0.9481954574584961,0.05180450901389122,0.8115931749343872,0.4646400511264801,0.8741480708122253,0.12626631557941437,0.9625273942947388,0.9819009900093079
65,0.9005997776985168,0.1839154064655304,0.9515858888626099,0.04841391742229462,0.8181741833686829,0.4155903458595276,0.8843793869018555,0.11617598682641983,0.963064432144165,0.9834817051887512
66,0.8815014362335205,0.24250558018684387,0.938420832157135,0.061579398810863495,0.8299466967582703,0.36625006794929504,0.8995743989944458,0.10162288695573807,0.9713947176933289,0.9793875217437744
67,0.8887280225753784,0.2284473478794098,0.9427986145019531,0.0572013258934021,0.8273088932037354,0.4245542287826538,0.889249324798584,0.11240168660879135,0.971723735332489,0.9789769053459167
68,0.8827508091926575,0.2406693994998932,0.9380918145179749,0.061907973140478134,0.8248729705810547,0.3731789290904999,0.8961174488067627,0.10538621991872787,0.971307098865509,0.9794963598251343
69,0.876702070236206,0.25670310854911804,0.9339034557342529,0.06609657406806946,0.8237118721008301,0.38214001059532166,0.8921665549278259,0.10942041128873825,0.9710378050804138,0.9784513115882874
70,0.8972636461257935,0.18965768814086914,0.9511474370956421,0.048852767795324326,0.8053370714187622,0.43286415934562683,0.8715208172798157,0.12462560832500458,0.9666112661361694,0.9828659892082214
71,0.8658973574638367,0.27545055747032166,0.9275562167167664,0.072443887591362,0.801011860370636,0.5192729830741882,0.8703867197036743,0.13118726015090942,0.9623112082481384,0.9773983955383301
72,0.8833484053611755,0.23403045535087585,0.9416663646697998,0.058333784341812134,0.6927363276481628,0.7568027973175049,0.7802457809448242,0.21042343974113464,0.9490532875061035,0.9795922040939331
73,0.8888983726501465,0.21046842634677887,0.9474539160728455,0.05254625901579857,0.8265734314918518,0.42690467834472656,0.8846928477287292,0.11709293723106384,0.9675928354263306,0.9817007184028625
74,0.9016313552856445,0.1929399073123932,0.9532761573791504,0.04672374948859215,0.824576199054718,0.47152745723724365,0.882439374923706,0.1193917915225029,0.9650035500526428,0.9833201169967651
75,0.9051222801208496,0.17081402242183685,0.9567668437957764,0.043232839554548264,0.8252613544464111,0.4504506289958954,0.8836354613304138,0.11804067343473434,0.9672589898109436,0.9850004315376282
76,0.8882367610931396,0.24415458738803864,0.9411635398864746,0.058836597949266434,0.8028000593185425,0.5870693922042847,0.8495640158653259,0.15296407043933868,0.9529712796211243,0.979744017124176
77,0.8903967142105103,0.2225438505411148,0.9457142949104309,0.0542861707508564,0.7918869853019714,0.40505921840667725,0.8655959367752075,0.1305856704711914,0.9648946523666382,0.9809961318969727
78,0.8862408995628357,0.2290123701095581,0.9401768445968628,0.05982319638133049,0.8315802812576294,0.34879422187805176,0.8954582214355469,0.10603820532560349,0.9715698957443237,0.9801862835884094
79,0.902686357498169,0.19513525068759918,0.953388512134552,0.04661159962415695,0.829429566860199,0.375972181558609,0.8981293439865112,0.1032702624797821,0.9717895984649658,0.9822998046875
80,0.9026628136634827,0.18634752929210663,0.9537830352783203,0.04621683806180954,0.8254347443580627,0.4103293716907501,0.8977593183517456,0.10374841094017029,0.969879150390625,0.9842389225959778
81,0.9076967835426331,0.16929462552070618,0.9563726186752319,0.04362720251083374,0.8340855240821838,0.38208556175231934,0.8995240926742554,0.10149398446083069,0.9699611067771912,0.9854479432106018
82,0.9130329489707947,0.15581712126731873,0.9611257910728455,0.03887401521205902,0.8290145397186279,0.38294509053230286,0.8932905197143555,0.10692998766899109,0.9695226550102234,0.986768901348114
83,0.9104312658309937,0.17914216220378876,0.957787811756134,0.04221212491393089,0.8354833722114563,0.39978688955307007,0.8993352651596069,0.10220503062009811,0.9719997048377991,0.9853582978248596
84,0.9115534424781799,0.16846925020217896,0.9595497846603394,0.04045034572482109,0.8279316425323486,0.3479098081588745,0.9042272567749023,0.09720169007778168,0.973225474357605,0.9860007762908936
85,0.9085119366645813,0.16408558189868927,0.9594513773918152,0.04054846987128258,0.8411980867385864,0.3965669870376587,0.9022272229194641,0.09917189180850983,0.9700180292129517,0.9857577681541443
86,0.9196935296058655,0.14517518877983093,0.9637346267700195,0.03626539930701256,0.8405842185020447,0.407789021730423,0.9035481810569763,0.09790336340665817,0.9699364900588989,0.9878022074699402
87,0.8616942763328552,0.3525058627128601,0.9183298945426941,0.08167009800672531,0.766969621181488,0.7243242859840393,0.8421441912651062,0.15996916592121124,0.950434684753418,0.9736379981040955
88,0.8800828456878662,0.2832425832748413,0.9347996711730957,0.06520003080368042,0.814297080039978,0.4294610917568207,0.8890729546546936,0.11190981417894363,0.9678667187690735,0.9768902659416199
89,0.880832850933075,0.26973187923431396,0.9361751675605774,0.06382472813129425,0.7906816005706787,0.5109074711799622,0.8681740760803223,0.133600652217865,0.9654878973960876,0.9784013628959656
90,0.8956289291381836,0.21584028005599976,0.9481215476989746,0.05187882483005524,0.8259842395782471,0.47808074951171875,0.8840563893318176,0.11725699156522751,0.9640791416168213,0.9825862646102905
91,0.9089109301567078,0.17821772396564484,0.9574105739593506,0.04258918762207031,0.8273395895957947,0.45908528566360474,0.8894845843315125,0.11186762899160385,0.9678604602813721,0.9852616786956787
92,0.9121776223182678,0.17990387976169586,0.9578508138656616,0.04214901849627495,0.837177574634552,0.4114718437194824,0.8981835842132568,0.10272052139043808,0.9699263572692871,0.9844492673873901
93,0.9096149206161499,0.1774815320968628,0.9573215246200562,0.04267817735671997,0.8308992981910706,0.41241705417633057,0.8967764377593994,0.10399720072746277,0.9693155884742737,0.985038697719574
94,0.9160392880439758,0.16636912524700165,0.9623194932937622,0.037680063396692276,0.8482012152671814,0.359973669052124,0.9144971966743469,0.08601948618888855,0.9757197499275208,0.9870750904083252
95,0.907132625579834,0.18969379365444183,0.9564217925071716,0.043578121811151505,0.8273091316223145,0.447864294052124,0.8894268870353699,0.11182607710361481,0.9674408435821533,0.9845739603042603
96,0.8996261358261108,0.2066994160413742,0.9479883313179016,0.052011702209711075,0.8415376543998718,0.34151706099510193,0.9061704277992249,0.09505241364240646,0.973280131816864,0.9826531410217285
97,0.8969255089759827,0.21426844596862793,0.9487908482551575,0.051209259778261185,0.8239413499832153,0.4132978618144989,0.8890092968940735,0.11280684918165207,0.9665066599845886,0.9822689294815063
98,0.907037615776062,0.1772007793188095,0.9570472240447998,0.042952656745910645,0.8517758250236511,0.30982956290245056,0.9137095808982849,0.08741995692253113,0.9762214422225952,0.985595703125
99,0.9151633977890015,0.16974829137325287,0.9606180191040039,0.03938191384077072,0.8469136953353882,0.3247334063053131,0.9118245244026184,0.08937912434339523,0.9757872819900513,0.986005425453186
